region;nombre_ocupacion;avisos;vacantes;profesional;tecnico_sup;media;basica;sin_info_educacion;completa;parcial;remota;otras;sin_info_modalidad;salario_nacional_25;salario_nacional_75;salario_regional_25;salario_regional_75;anios_exp_nacional;anios_exp_regional
Sin región;Directores__gerentes_y_administradores_de_hoteles__restaurantes__comercios_y_otr;31;4,1;6;23;6;;65;81;;;19;65;750000;850000;;;2.1;0.0
Sin región;Directores__gerentes_y_administradores_de_producci_n_y_operaciones;49;1,3;69;20;;;11;84;;11;4;11;1587500;1850000;;;3.1;0.0
Sin región;Dise_ador_Web;205;1,3;37;25;2;;36;84;3;9;3;36;1000000;1200000;;;2.1;2.4
Sin región;Dise_adores_gr_ficos_y_de_multimedia;70;4,0;29;39;1;;30;49;6;25;20;30;487500;800000;321875;540000;1.4;1.3
Sin región;Dise_adores_y_administradores_de_bases_de_datos;11;13,2;;;;;;;;;;;1500000;1512500;;;1.5;0.0
Sin región;Dise_adores_y_decoradores_de_interior;13;1,2;;;;;;;;;;;700000;750000;;;1.2;0.0
Sin región;Ebanistas_y_mueblistas;4;3,3;;;;;;;;;;;800000;805000;;;1.6;0.0
Sin región;Educadores_de_p_rvulos;50;5,1;79;12;;;9;80;6;;14;9;650000;700000;;;1.1;0.0
Sin región;Ejecutivos_de_pr_stamos_y_cr_ditos;136;1,0;49;27;3;;21;93;1;;4;21;700000;925000;;;1.4;1.7
Sin región;Electricistas_de_obras;28;5,6;;;;;;;;;;;760000;800000;;;1.8;0.0
Sin región;Empleados_de_agencias_de_viajes;5;4,8;;;;;;;;;;;850000;900000;;;1.3;0.0
Sin región;Empleados_de_centros_de_llamadas_de_informaciones;24;7,4;;;;;;;;;;;650000;700000;;;1.3;0.0
Sin región;Empleados_de_informaciones__reclamos_o_sugerencias;40;2,4;;46;15;;38;74;;23;3;38;675000;750000;;;1.2;0.0
Sin región;Empleados_de_servicios_de_transporte;40;1,7;23;35;23;;20;43;3;8;43;5;800000;1000000;912500;1350000;1.7;1.9
Sin región;Empleados_encargados_del_control_de_abastecimiento_e_inventario;211;2,7;7;24;34;;36;56;2;;31;9;600000;700000;600000;925000;1.3;0.0
Sin región;Empleados_y_asistentes_de_recursos_humanos;60;1,3;12;75;3;;10;43;2;27;28;10;555000;700000;312500;656250;1.5;1.0
Sin región;Enfermeros_profesionales;50;2,4;82;12;;;4;24;6;;66;4;1100000;1437500;1425000;1725000;1.7;2.2
Sin región;Especialistas_en_ciberseguridad;87;1,0;17;45;;;38;84;;10;6;38;1437500;1800000;;;2.4;3.0
Sin región;Especialistas_en_formaci_n_del_personal;10;12,9;;;;;;;;;;;700000;725000;;;2.2;0.0
Sin región;Especialistas_en_m_todos_pedag_gicos;56;1,6;55;23;6;;17;70;17;8;6;17;893125;1050000;;;2.0;1.4
Sin región;Especialistas_en_pol_ticas_y_servicios_de_personal;86;1,0;55;28;;;16;42;2;28;27;16;981250;1200000;468750;1668750;2.3;2.3
Sin región;Especialistas_y_asesores_de_gesti_n;122;4,2;64;19;1;;16;48;;19;33;16;1068750;1450000;531250;1587500;2.4;2.3
Sin región;Garzones_de_mesa;10;2,2;;;;;;;;;;;700000;700000;;;1.2;0.0
Sin región;Gasf_ter_e_instaladores_de_tuber_as;11;1,0;;;;;;;;;;;750000;750000;;;1.9;0.0
Sin región;Guardias_de_seguridad;81;3,5;;3;71;;23;47;4;;35;12;600000;650000;570000;750000;1.1;1.4
Sin región;Ingeniero_Devops;146;1,0;12;53;;;35;94;1;;1;35;1875000;2000000;;;3.0;2.7
Sin región;Ingeniero_QA;136;1,0;2;53;;;45;95;1;;2;45;1693750;1800000;;;3.4;2.8
Sin región;Ingeniero_de_Software;205;1,3;17;32;;;51;87;2;8;2;51;1250000;1450000;;;2.6;0.0
Sin región;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;356;1,0;48;12;11;;29;47;0;6;46;29;1450000;1825000;1262500;2293750;4.3;0.0
Sin región;Ingenieros_el_ctricos;34;1,1;70;18;;;9;27;;3;70;9;1500000;1800000;;;4.0;0.0
Sin región;Ingenieros_industriales_y_de_producci_n;60;1,3;71;14;;;14;44;2;12;42;14;1200000;1537500;1118750;1712500;2.9;0.0
Sin región;Ingenieros_mec_nicos;23;3,1;;;;;;;;;;;1500000;1743750;;;3.7;0.0
Sin región;Ingenieros_medioambientales;41;1,0;78;19;3;;;39;;10;51;;1312500;1500000;1050000;1875000;3.4;0.0
Sin región;Ingenieros_qu_micos;20;3,4;;;;;;;;;;;900000;1000000;;;2.1;0.0
Sin región;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;269;1,0;38;33;1;;29;38;2;6;54;0;1000000;1200000;756250;1543750;2.4;0.0
Sin región;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;20;3,6;;;;;;;;;;;700000;762500;;;1.4;0.0
Sin región;Jefe_de_Proyecto_TI;283;1,0;36;17;1;;46;90;1;8;1;46;1525000;1950000;943750;1575000;3.0;0.0
Sin región;Kinesi_logos;10;12,9;;;;;;;;;;;1000000;1050000;;;1.5;0.0
Sin región;Limpiadores_de_veh_culos;10;12,9;;;;;;;;;;;550000;550000;;;0.8;0.0
Sin región;Marketing_Manager;86;1,0;18;53;;;29;79;9;8;3;29;1350000;1800000;;;1.8;2.5
Sin región;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;15;1,0;;;;;;;;;;;900000;956250;;;2.3;0.0
Sin región;Mec_nicos_y_ajustadores_electricistas;45;1,0;;42;31;;28;24;;;76;28;900000;981250;925000;1012500;2.0;0.0
Sin región;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;59;1,1;2;55;32;;11;75;;2;23;11;700000;800000;700000;1000000;1.9;1.7
Sin región;Mensajeros__estafetas__maleteros_y_repartidores_de_folletos_y_diarios_a_domicili;18;2,2;;;;;;;;;;;600000;610000;;;1.2;0.0
Sin región;Montadores_de_estructuras_met_licas;10;12,9;;;;;;;;;;;830000;850000;;;1.7;0.0
Sin región;Obreros_de_carga_y_empacadores_manuales;26;3,4;;;;;;;;;;;575000;600000;;;1.1;0.0
Sin región;Obreros_de_explotaciones_agr_colas;26;3,4;;;;;;;;;;;728750;750000;;;1.1;0.0
Sin región;Obreros_de_la_construcci_n_de_edificios;10;12,9;;;;;;;;;;;;;;;1.0;0.0
Sin región;Operadores_de_autoelevadoras_y_montacargas;45;1,9;;6;89;;6;40;;2;33;24;666500;708000;698000;800000;1.4;1.5
Sin región;Operadores_de_instalaciones_de_procesamiento_de_la_madera;1;1,0;;;;;;;;;;;;;;;1.5;0.0
Sin región;Operadores_de_m_quinas_de_coser;10;12,9;;;;;;;;;;;750000;812500;;;1.5;0.0
Sin región;Operadores_de_m_quinas_de_embalaje__embotellamiento_y_etiquetado;13;1,2;;;;;;;;;;;600000;650000;;;1.1;0.0
Sin región;Operadores_de_m_quinas_de_movimiento_de_tierras__gr_as_y_aparatos_elevadores;50;2,4;;5;78;;15;30;;;70;15;800000;885250;766250;945000;1.9;1.9
Sin región;Operadores_de_m_quinas_para_elaborar_alimentos__bebidas_y_cigarrillos;10;12,9;;;;;;;;;;;608000;624000;;;1.1;0.0
Sin región;Operadores_de_m_quinas_para_fabricar_productos_de_material_pl_stico;10;12,9;;;;;;;;;;;650000;700000;;;1.3;0.0
Sin región;Panaderos__pasteleros_y_confiteros;18;1,0;;;;;;;;;;;600000;650000;;;1.4;0.0
Sin región;Periodistas;36;1,4;75;14;;;11;44;6;44;6;11;900000;1100000;;;1.8;0.0
Sin región;Profesionales_de_la_publicidad_y_la_comercializaci_n;327;1,1;21;39;;;40;56;2;28;14;40;850000;1300000;212500;1350000;1.6;0.0
Sin región;Profesionales_de_ventas_t_cnicas_y_m_dicas;10;12,9;;;;;;;;;;;1450000;1500000;;;2.0;0.0
Sin región;Profesionales_del_trabajo_social;37;1,7;;;;;;70;3;3;24;;788750;800000;;;1.8;0.0
Sin región;Profesionales_en_redes_de_computadores;15;1,1;;;;;;;;;;;1412500;1500000;;;2.4;0.0
Sin región;Profesores_de_educaci_n_b_sica_y_media;53;1,2;81;8;;;12;37;40;2;21;12;600000;600000;;;1.6;1.3
Sin región;Profesores_de_la_educaci_n_superior;18;2,2;;;;;;;;;;;1450000;1750000;;;2.8;0.0
Sin región;Programadores_de_aplicaciones;246;1,0;15;18;;;67;92;1;;5;67;1800000;2000000;;;2.8;0.0
Sin región;Promotores_de_tiendas;19;1,6;;;;;;;;;;;523750;600000;;;1.0;0.0
Sin región;Psic_logos;122;1,1;81;10;;;7;65;11;11;14;7;950000;1055875;1100000;1725000;1.7;1.7
Sin región;Qu_micos_farmac_uticos;110;1,2;60;23;;;17;20;32;1;47;17;1300000;1700000;1600000;1900000;0.7;0.0
Sin región;Recepcionistas__funciones_generales_;17;4,2;;;;;;;;;;;550000;600000;;;1.3;0.0
Sin región;Recepcionistas_de_hoteles;14;2,8;;;;;;;;;;;650000;700000;;;1.4;0.0
Sin región;Reguladores_y_operarios_de_m_quinas_herramientas;10;12,9;;;;;;;;;;;850000;850000;;;1.9;0.0
Sin región;Reponedores_de_estanter_as;40;1,7;;;100;;13;53;13;;23;13;500000;510000;;;1.0;0.0
Sin región;Representantes_comerciales;567;2,1;20;28;21;;31;38;0;9;53;31;900000;1150000;800000;1500000;1.8;0.0
Sin región;Secretarios_administrativos_y_ejecutivos;126;1,5;8;45;13;;34;73;;13;14;34;640750;717500;400000;700000;1.5;0.0
Sin región;Secretarios_m_dicos;13;4,5;;;;;;;;;;;576250;647500;;;1.2;0.0
Sin región;Sin_clasificaci_n;10;12,9;28;35;18;2;18;62;3;12;23;0;800000;1200000;725000;1621875;1.7;0.0
Sin región;Soldadores_y_oxicortadores;28;4,9;;;;;;;;;;;900000;900000;;;2.1;0.0
Sin región;Supervisores_de_industrias_manufactureras;12;1,3;;;;;;;;;;;1200000;1300000;;;2.5;0.0
Sin región;Supervisores_de_locales_comerciales__tiendas_y_almacenes;69;1,2;11;25;29;2;33;43;3;;52;33;735000;850000;559000;806500;1.7;0.0
Sin región;T_cnicos_TI_en_asistencia_al_usuario;99;1,0;7;67;2;;24;69;;7;24;24;700000;850000;618750;775000;1.7;1.5
Sin región;T_cnicos_agropecuarios__incluyendo_acu_colas_;10;12,9;;;;;;;;;;;;;;;1.8;0.0
Sin región;T_cnicos_de_los_servicios_jur_dicos;10;12,9;;;;;;;;;;;650000;650000;;;1.1;0.0
Sin región;T_cnicos_en_ciencias_f_sicas_y_qu_micas;30;8,4;;;;;;;;;;;755000;850000;;;1.7;0.0
Sin región;T_cnicos_en_construcci_n_y_top_grafos;45;1,9;42;27;13;;18;29;;9;62;18;1000000;1200000;1012500;1450000;3.2;0.0
Sin región;T_cnicos_en_educaci_n_parvularia;28;4,9;;;;;;;;;;;500000;500000;;;0.8;0.0
Sin región;T_cnicos_en_electricidad;50;2,5;;52;26;;22;36;;4;60;22;800000;850000;793750;1000000;2.1;1.8
Sin región;T_cnicos_en_ingenier_a_mec_nica;33;1,0;9;70;9;;12;36;;;64;12;900000;950000;;;2.4;0.0
Sin región;T_cnicos_y_asistentes_en_contabilidad;33;4,2;9;52;;;39;61;;33;6;39;750000;850000;;;2.0;1.7
Sin región;T_cnicos_y_auxiliares_param_dicos_de_enfermer_a;81;3,5;30;61;;;6;46;16;3;35;6;625000;700000;686250;1212500;1.3;1.2
Sin región;T_cnicos_y_auxiliares_param_dicos_en_odontolog_a;10;12,9;;;;;;;;;;;600000;600000;;;1.1;0.0
Sin región;Trabajadores_de_casa_particular_y_asistentes_dom_sticos;10;12,9;;;;;;;;;;;537500;550000;;;1.4;0.0
Sin región;Vendedores_de_comida_al_mostrador;1;1,0;;;;;;;;;;;;;;;0.9;0.0
Sin región;Vendedores_por_internet_y_otros_medios_de_comunicaci_n;39;2,1;3;59;13;;26;79;3;13;5;26;800000;900000;;;1.3;0.0
Sin región;Vendedores_y_asistentes_de_venta_de_tiendas__almacenes_y_puestos_de_mercado;544;1,0;2;28;41;;29;56;20;;22;3;535000;650000;510000;850000;1.1;0.8
Sin región;Veterinarios;18;2,2;;;;;;;;;;;1188000;1400000;;;2.0;0.0
Sin región;_;10;12,9;;;;;;;;;;;;;;;0.9;0.0
Tarapacá;Abogados;29;1,0;;;;;;;;;;;1200000;1598000;;;2.4;0.0
Tarapacá;Administrador_de_Sistemas;48;1,0;48;29;13;;10;88;4;;4;4;1000000;1200000;;;2.2;0.0
Tarapacá;Agentes_de_aduana;46;1,0;4;76;7;;13;72;;;;28;792000;900000;;;1.7;0.0
Tarapacá;Agentes_de_seguros_y_ejecutivos_de_fondos_de_pensiones;223;3,9;3;25;38;;34;56;8;1;4;31;800000;1000000;;;1.4;1.3
Tarapacá;Agentes_inmobiliarios;13;4,9;;;;;;;;;;;975000;1081250;;;1.9;0.0
Tarapacá;Agentes_responsables_de_adquisiciones;97;1,1;7;51;18;;25;82;2;;4;11;1000000;1200000;;;2.2;1.8
Tarapacá;Agricultores_y_trabajadores_calificados_de_huertas__invernaderos__viveros_y_jard;15;1,8;;;;;;;;;;;650000;650000;;;1.1;0.0
Tarapacá;Analista_QA;6;1,0;;;;;;;;;;;1050000;1325000;;;2.2;0.0
Tarapacá;Analista_de_Sistemas;10;1,0;;;;;;;;;;;1122500;1300000;;;2.3;0.0
Tarapacá;Analista_de_Software;16;1,1;;;;;;;;;;;1000000;1200000;;;2.0;0.0
Tarapacá;Analistas_financieros;24;1,0;;;;;;;;;;;1200000;1500000;;;2.1;0.0
Tarapacá;Arquitecto_TI;1;1,0;;;;;;;;;;;2375000;2750000;;;3.6;0.0
Tarapacá;Arquitectos;24;1,0;;;;;;;;;;;1200000;1487500;;;3.2;0.0
Tarapacá;Auxiliares_de_aseo_de_oficinas__hoteles_y_otros_establecimientos;416;1,2;;2;49;11;38;65;15;;2;18;525000;550000;;;1.1;1.0
Tarapacá;Auxiliares_y_ayudantes_de_registros_de_contabilidad_y_c_lculo_de_costos;92;1,0;;49;22;;28;91;2;;;6;600000;700000;;;1.5;0.0
Tarapacá;Ayudantes_de_cocina;181;1,5;;11;68;1;20;50;12;;17;22;550000;600000;;;1.1;1.5
Tarapacá;B_rmanes;24;1,0;;;;;;;;;;;580000;600000;;;1.2;0.0
Tarapacá;Bomberos_de_gasolineras;17;1,0;;;;;;;;;;;;;;;1.0;0.0
Tarapacá;Cajeros_de_bancos_y_de_oficinas_de_correo;108;1,7;;17;71;;11;51;19;;2;28;555000;600000;;;1.0;1.0
Tarapacá;Cajeros_de_comercio;108;1,0;;;96;;1;38;28;;1;33;500000;530000;;;1.0;0.9
Tarapacá;Carniceros_y_pescaderos;3;1,0;;;;;;;;;;;;;;;1.1;0.0
Tarapacá;Carpinteros_de_obra;48;1,0;;;75;;25;88;;;2;10;712500;760000;;;1.7;0.0
Tarapacá;Chapistas_y_caldereros;18;1,0;;;;;;;;;;;;;;;1.7;0.0
Tarapacá;Chefs;8;1,0;;;;;;;;;;;1218750;1300000;;;2.5;0.0
Tarapacá;Chief_Technical_Officer;15;2,7;;;;;;;;;;;;;;;2.7;0.0
Tarapacá;Cobradores;18;1,0;;;;;;;;;;;800000;950000;;;1.7;0.0
Tarapacá;Cocineros;77;1,0;;19;47;;34;70;4;;;25;600000;650000;;;1.5;1.7
Tarapacá;Cocineros_de_comida_r_pida;38;1,0;;;89;;11;5;95;;;11;;;;;0.9;0.0
Tarapacá;Community_Manager;1;1,0;;;;;;;;;;;1000000;1200000;;;1.7;0.0
Tarapacá;Conductores_de_autom_viles__taxis_y_camionetas;530;1,2;;16;75;;9;62;2;;12;25;700000;750000;700000;813750;1.8;2.2
Tarapacá;Conductores_de_buses_y_trolebuses;38;1,0;;;100;;;100;;;;;;;;;1.9;0.0
Tarapacá;Conductores_de_camiones_pesados_y_de_alto_tonelaje;329;1,4;;;98;;2;68;0;;20;12;1006250;1100000;1500000;1500000;2.2;3.0
Tarapacá;Conductores_de_motocicletas;31;1,0;;;97;3;;87;13;;;;;;;;0.9;0.0
Tarapacá;Contadores;98;1,0;38;34;;;29;91;1;;;8;992500;1237500;;;2.8;2.9
Tarapacá;Data_Analyst;10;1,0;;;;;;;;;;;1000000;1200000;;;1.8;0.0
Tarapacá;Data_Engineer;2;3,5;;;;;;;;;;;1287500;1843750;;;2.3;0.0
Tarapacá;Data_Scientist;3;1,0;;;;;;;;;;;1200000;1500000;;;2.2;0.0
Tarapacá;Delineantes_y_dibujantes_t_cnicos;63;1,0;2;63;31;;5;94;;;3;3;1000000;1120000;;;2.7;1.5
Tarapacá;Desarrollador_Back_End;5;1,0;;;;;;;;;;;900000;1300000;;;2.3;0.0
Tarapacá;Desarrollador_Dise_ador_de_Sistemas;9;2,6;;;;;;;;;;;1675000;1700000;;;2.6;0.0
Tarapacá;Desarrollador_Front_End;3;1,0;;;;;;;;;;;1500000;1668750;;;2.5;0.0
Tarapacá;Desarrollador_Full_Stack;3;1,0;;;;;;;;;;;1350000;1800000;;;2.7;0.0
Tarapacá;Desarrollador_de_Software;11;1,0;;;;;;;;;;;1300000;1687500;;;2.3;0.0
Tarapacá;Digitadores_de_datos;9;1,0;;;;;;;;;;;600000;600000;;;1.2;0.0
Tarapacá;Directores__gerentes_y_administradores_de_hoteles__restaurantes__comercios_y_otr;76;1,0;7;42;8;;43;78;10;;;13;750000;850000;;;2.1;0.0
Tarapacá;Directores__gerentes_y_administradores_de_producci_n_y_operaciones;35;1,0;85;9;;;6;79;12;;;9;1587500;1850000;;;3.1;0.0
Tarapacá;Dise_ador_Web;9;1,0;;;;;;;;;;;1000000;1200000;;;2.1;0.0
Tarapacá;Dise_adores_gr_ficos_y_de_multimedia;23;1,0;;;;;;;;;;;487500;800000;;;1.4;0.0
Tarapacá;Dise_adores_y_administradores_de_bases_de_datos;9;2,6;;;;;;;;;;;1500000;1512500;;;1.5;0.0
Tarapacá;Dise_adores_y_decoradores_de_interior;13;4,9;;;;;;;;;;;700000;750000;;;1.2;0.0
Tarapacá;Ebanistas_y_mueblistas;28;1,0;;;;;;;;;;;800000;805000;;;1.6;0.0
Tarapacá;Educadores_de_p_rvulos;69;1,1;25;30;32;;13;68;14;;;17;650000;700000;;;1.1;1.6
Tarapacá;Ejecutivos_de_pr_stamos_y_cr_ditos;167;1,1;28;34;10;;28;74;8;;1;16;700000;925000;700000;1150000;1.4;1.3
Tarapacá;Electricistas_de_obras;140;1,0;;34;38;;29;81;1;;;17;760000;800000;;;1.8;1.8
Tarapacá;Empleados_de_agencias_de_viajes;7;1,0;;;;;;;;;;;850000;900000;;;1.3;0.0
Tarapacá;Empleados_de_centros_de_llamadas_de_informaciones;17;10,2;;;;;;;;;;;650000;700000;;;1.3;0.0
Tarapacá;Empleados_de_informaciones__reclamos_o_sugerencias;97;1,1;2;31;49;;18;45;22;;2;31;675000;750000;;;1.2;1.3
Tarapacá;Empleados_de_servicios_de_transporte;167;1,1;2;49;28;;21;68;2;;7;23;800000;1000000;900000;1050000;1.7;2.1
Tarapacá;Empleados_encargados_del_control_de_abastecimiento_e_inventario;656;1,1;3;29;35;;32;58;5;;6;31;600000;700000;637500;650000;1.3;1.6
Tarapacá;Empleados_y_asistentes_de_recursos_humanos;182;1,0;1;58;6;1;34;82;1;;4;13;555000;700000;;;1.5;1.5
Tarapacá;Enfermeros_profesionales;211;1,0;41;42;;;17;46;14;;23;17;1100000;1437500;981250;2250000;1.7;1.5
Tarapacá;Especialistas_en_ciberseguridad;3;7,0;;;;;;;;;;;1437500;1800000;;;2.4;0.0
Tarapacá;Especialistas_en_formaci_n_del_personal;77;1,0;11;74;;;15;19;78;;;1;700000;725000;;;2.2;2.1
Tarapacá;Especialistas_en_m_todos_pedag_gicos;62;1,0;85;14;;;2;85;14;;;2;893125;1050000;975000;1150000;2.0;2.4
Tarapacá;Especialistas_en_pol_ticas_y_servicios_de_personal;79;1,0;28;50;;;22;72;;1;9;18;981250;1200000;;;2.3;2.4
Tarapacá;Especialistas_y_asesores_de_gesti_n;85;1,3;49;30;6;;14;85;;5;3;8;1068750;1450000;;;2.4;2.6
Tarapacá;Garzones_de_mesa;35;1,0;;6;83;;11;66;29;;;6;700000;700000;;;1.2;0.0
Tarapacá;Gasf_ter_e_instaladores_de_tuber_as;29;1,0;;;;;;;;;;;750000;750000;;;1.9;0.0
Tarapacá;Guardias_de_seguridad;533;1,1;;5;72;3;19;60;3;;17;20;600000;650000;570000;725000;1.1;1.2
Tarapacá;Ingeniero_QA;1;1,0;;;;;;;;;;;1693750;1800000;;;3.4;0.0
Tarapacá;Ingeniero_de_Software;1;1,0;;;;;;;;;;;1250000;1450000;;;2.6;0.0
Tarapacá;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;533;1,1;43;26;4;;27;79;2;;6;13;1450000;1825000;1237500;2037500;4.3;4.6
Tarapacá;Ingenieros_el_ctricos;46;1,0;57;33;;;11;59;2;;15;24;1500000;1800000;;;4.0;0.0
Tarapacá;Ingenieros_industriales_y_de_producci_n;78;1,1;49;29;;;22;65;;;17;18;1200000;1537500;;;2.9;3.6
Tarapacá;Ingenieros_mec_nicos;106;1,2;22;42;3;;33;89;;;7;5;1500000;1743750;;;3.7;2.5
Tarapacá;Ingenieros_medioambientales;69;1,1;39;28;16;;17;71;3;;;23;1312500;1500000;;;3.4;3.5
Tarapacá;Ingenieros_qu_micos;34;1,0;59;28;;;13;50;6;6;22;16;900000;1000000;;;2.1;0.0
Tarapacá;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;656;1,1;27;41;1;;32;71;3;;10;15;1000000;1200000;1006250;1475000;2.4;2.7
Tarapacá;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;87;1,0;;36;53;;12;74;;;1;25;700000;762500;;;1.4;0.0
Tarapacá;Jefe_de_Proyecto_TI;6;2,5;;;;;;;;;;;1525000;1950000;;;3.0;0.0
Tarapacá;Kinesi_logos;28;1,1;;;;;;;;;;;1000000;1050000;;;1.5;0.0
Tarapacá;Limpiadores_de_veh_culos;12;1,0;;;;;;;;;;;550000;550000;;;0.8;0.0
Tarapacá;Marketing_Manager;4;1,0;;;;;;;;;;;1350000;1800000;;;1.8;0.0
Tarapacá;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;59;1,1;7;32;29;;32;53;;;31;17;900000;956250;;;2.3;2.3
Tarapacá;Mec_nicos_y_ajustadores_electricistas;255;1,1;;48;31;;22;58;1;;16;26;900000;981250;;;2.0;2.5
Tarapacá;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;329;1,4;;36;27;;38;85;;;2;14;700000;800000;781250;900000;1.9;2.4
Tarapacá;Mensajeros__estafetas__maleteros_y_repartidores_de_folletos_y_diarios_a_domicili;38;1,0;;;92;;8;71;16;;5;8;600000;610000;;;1.2;0.0
Tarapacá;Montadores_de_estructuras_met_licas;89;1,0;;5;82;;13;86;;;7;7;830000;850000;;;1.7;1.9
Tarapacá;Obreros_de_carga_y_empacadores_manuales;127;1,3;;1;94;;5;51;1;;;46;575000;600000;;;1.1;1.1
Tarapacá;Obreros_de_explotaciones_agr_colas;9;2,6;;;;;;;;;;;728750;750000;;;1.1;0.0
Tarapacá;Obreros_de_la_construcci_n_de_edificios;77;1,2;;;51;4;45;80;3;;;17;;;;;1.0;1.3
Tarapacá;Operadores_de_autoelevadoras_y_montacargas;205;1,1;;8;83;;9;57;4;;8;31;666500;708000;;;1.4;2.0
Tarapacá;Operadores_de_instalaciones_de_procesamiento_de_la_madera;11;1,0;;;;;;;;;;;;;;;1.5;0.0
Tarapacá;Operadores_de_m_quinas_de_coser;10;1,0;;;;;;;;;;;750000;812500;;;1.5;0.0
Tarapacá;Operadores_de_m_quinas_de_embalaje__embotellamiento_y_etiquetado;16;1,1;;;;;;;;;;;600000;650000;;;1.1;0.0
Tarapacá;Operadores_de_m_quinas_de_movimiento_de_tierras__gr_as_y_aparatos_elevadores;495;1,1;;6;76;2;17;80;1;;9;11;800000;885250;;;1.9;2.5
Tarapacá;Operadores_de_m_quinas_para_elaborar_alimentos__bebidas_y_cigarrillos;9;2,6;;;;;;;;;;;608000;624000;;;1.1;0.0
Tarapacá;Operadores_de_m_quinas_para_fabricar_productos_de_material_pl_stico;14;1,0;;;;;;;;;;;650000;700000;;;1.3;0.0
Tarapacá;Panaderos__pasteleros_y_confiteros;18;1,0;;;;;;;;;;;600000;650000;;;1.4;0.0
Tarapacá;Periodistas;9;1,0;;;;;;;;;;;900000;1100000;;;1.8;0.0
Tarapacá;Profesionales_de_la_publicidad_y_la_comercializaci_n;108;1,0;35;43;3;;19;85;;;1;14;850000;1300000;;;1.6;1.6
Tarapacá;Profesionales_de_ventas_t_cnicas_y_m_dicas;9;2,6;;;;;;;;;;;1450000;1500000;;;2.0;0.0
Tarapacá;Profesionales_del_trabajo_social;132;1,0;67;24;;;9;73;11;;3;14;788750;800000;;;1.8;1.6
Tarapacá;Profesionales_en_redes_de_computadores;28;1,1;;;;;;;;;;;1412500;1500000;;;2.4;0.0
Tarapacá;Profesores_de_educaci_n_b_sica_y_media;125;22,7;73;15;;;9;68;25;;1;6;600000;600000;;;1.6;1.5
Tarapacá;Profesores_de_la_educaci_n_superior;35;1,0;97;;;;3;57;43;;;3;1450000;1750000;;;2.8;0.0
Tarapacá;Programadores_de_aplicaciones;1;1,0;;;;;;;;;;;1800000;2000000;;;2.8;0.0
Tarapacá;Promotores_de_tiendas;285;1,9;;11;83;;7;29;27;;1;43;523750;600000;;;1.0;0.9
Tarapacá;Psic_logos;471;1,2;41;34;1;;23;61;28;2;;7;950000;1055875;;;1.7;1.7
Tarapacá;Qu_micos_farmac_uticos;56;1,2;31;45;8;;16;80;;;2;18;1300000;1700000;;;0.7;0.0
Tarapacá;Recepcionistas__funciones_generales_;35;1,0;;31;51;;17;60;26;;3;11;550000;600000;;;1.3;0.0
Tarapacá;Recepcionistas_de_hoteles;92;1,0;1;49;22;;28;70;11;;11;9;650000;700000;;;1.4;1.9
Tarapacá;Reguladores_y_operarios_de_m_quinas_herramientas;31;1,0;;13;74;;13;100;;;;13;850000;850000;;;1.9;0.0
Tarapacá;Reponedores_de_estanter_as;270;1,0;;1;68;3;25;16;29;;2;54;500000;510000;;;1.0;1.0
Tarapacá;Representantes_comerciales;634;1,2;22;28;24;;27;63;3;;2;30;900000;1150000;1000000;1200000;1.8;2.1
Tarapacá;Secretarios_administrativos_y_ejecutivos;270;1,0;4;31;36;;29;81;1;;;16;640750;717500;862500;890000;1.5;1.4
Tarapacá;Secretarios_generales;11;1,0;;;;;;;;;;;;;;;1.3;0.0
Tarapacá;Secretarios_m_dicos;46;1,1;;22;54;;22;61;5;;;34;576250;647500;;;1.2;0.0
Tarapacá;Sin_clasificaci_n;9;2,6;18;25;36;2;19;65;6;;9;20;800000;1200000;1000000;1412500;1.7;2.2
Tarapacá;Soldadores_y_oxicortadores;181;1,1;;6;76;;18;75;3;;5;18;900000;900000;;;2.1;2.7
Tarapacá;Supervisores_de_industrias_manufactureras;15;1,8;;;;;;;;;;;1200000;1300000;;;2.5;0.0
Tarapacá;Supervisores_de_locales_comerciales__tiendas_y_almacenes;98;1,0;;24;36;;39;54;14;;3;29;735000;850000;;;1.7;1.6
Tarapacá;T_cnicos_TI_en_asistencia_al_usuario;59;1,4;7;66;21;;5;71;2;;;23;700000;850000;;;1.7;0.0
Tarapacá;T_cnicos_agropecuarios__incluyendo_acu_colas_;9;2,6;;;;;;;;;;;;;;;1.8;0.0
